Species,Gregariousness,Water.Column,Diet,Habitat,Trophic.Level,BodySize,Activity,Trophic.Level.Cat,BodySize.Cat
Hypoatherina barnesi,3,4,Grazer,water column,3.3,10,Day,3,2
Hypoplectrodes annulatus,1,2,Invertivore,rock,4.1,30,Day,5,3
Hypoplectrodes huntii,1,2,Invertivore,rock,4.1,20,Day,5,3
Hypoplectrodes maccullochi,1,2,Invertivore,rock,3.6,45,Day,4,4
Hypoplectrodes nigroruber,1,2,Invertivore,rock,4,30,Day,4,3
Hypoplectrus aberrans,1,2,Invertivore,coral,3.6,13,Day,4,2
Hypoplectrus chlorurus,1,2,Invertivore,coral,3.8,12.7,Day,4,2
Hypoplectrus gemma,1,2,Invertivore,coral,3.8,13,Day,4,2
Hypoplectrus guttavarius,1,2,Invertivore,coral,3.8,13,Day,4,2
Hypoplectrus indigo,1,2,Invertivore,coral,3.9,14.3,Day,4,2
Hypoplectrus nigricans,1,2,Invertivore,coral,4,15.2,Day,4,3
Hypoplectrus providencianus,1,2,Invertivore,coral,3.8,17,Day,4,3
Hypoplectrus puella,1,2,Invertivore,coral,3.7,15.2,Day,4,3
Hypoplectrus unicolor,1,2,Invertivore,coral,4,12.7,Day,4,2
Hyporhamphus affinis,3,4,Omnivore,water column,3.5,38,Night,3,4
Hypsurus caryi,3,3,Invertivore,rock,3.3,30,Day,3,3
Hypsypops rubicundus,2,2,Planktivore,rock,3.2,30,Day,3,3
Haemulon vittatum,3,4,Invertivore,water column,3.2,23,Day,3,3
Iniistius celebicus,1,2,Invertivore,sand,3.5,16.1,Day,3,3
Iniistius pavo,1,2,Invertivore,sand,3.130447761,41,Day,3,4
Inimicus caledonicus,1,1,Piscivore,sand,4.1,25,Day,5,3
Inimicus filamentosus,1,1,Invertivore,sand,4.1,25,Day,5,3
Isocirrhitus sexfasciatus,1,1,Invertivore,coral,3.5,7.8,Day,3,2
Istigobius campbelli,1,1,Omnivore,sand,3.1,7.1,Day,3,2
Istigobius decoratus,1,1,Omnivore,sand,3.2,13,Day,3,2
Istigobius diadema,1,1,Grazer,sand,3.4,10,Day,3,2
Istigobius goldmanni,1,1,Omnivore,sand,3.1,6,Day,3,1
Istigobius hoesei,1,1,Grazer,sand,3.1,6,Day,3,1
Istigobius nigroocellatus,1,1,Omnivore,sand,3.2,6.5,Day,3,1
Istigobius rigilius,1,1,Omnivore,sand,3.2,10,Day,3,2
Istigobius spence,1,1,Grazer,sand,3.2,6.5,Day,3,1
Itycirrhitus wilhelmi,1,1,Invertivore,coral,3.6,10.4,Day,4,2
Jenkinsia lamprotaenia,1,1,Planktivore,sand,3.29,7.5,Day,3,2
Johnrandallia nigrirostris,2,2,Invertivore,coral,3,20,Day,2,3
Jordania zonope,1,1,Invertivore,rock,3.4,15,Day,3,2
Karalepis stewarti,1,1,Invertivore,rock,3.3,15,Day,3,2
Koumansetta hectori,1,1,Omnivore,coral,3.148550725,9,Day,3,2
Koumansetta rainfordi,1,1,Omnivore,coral,3.148550725,9,Day,3,2
Kuhlia mugil,3,3,Planktivore,coral,3.8,40,Day,4,4
Kyphosus bigibbus,3,3,Grazer,coral,2,75,Day,1,5
Kyphosus cinerascens,3,3,Grazer,coral,2.3,50,Day,1,4
Kyphosus cornelii,3,3,Grazer,rock,2,70,Day,1,5
Kyphosus elegans,3,3,Grazer,coral,2.9,53,Day,2,5
Kyphosus incisor,3,3,Grazer,coral,2,90,Day,1,6
Kyphosus sectatrix,3,3,Grazer,rock,2.118181818,76,Day,1,5
Kyphosus sydneyanus,3,3,Grazer,rock,2,86,Day,1,6
Kyphosus vaigiensis,3,3,Grazer,coral,2,70,Day,1,5
Labracinus cyclophthalmus,1,1,Invertivore,coral,4,22,Night,4,3
Labracinus lineatus,1,1,Invertivore,coral,4.1,25,Night,5,3
Labracoglossa nitida,3,4,Planktivore,coral,3.4,20,Day,3,3
Labrichthys unilineatus,1,2,Corallivore,coral,3.3,17.5,Day,3,3
Labrisomus cricota,1,1,Invertivore,rock,3.5,9.3,Day,3,2
Labrisomus multiporosus,1,1,Invertivore,rock,3.6,18,Day,4,3
Labrisomus nuchipinnis,1,1,Invertivore,rock,3.5,23,Day,3,3
Labroides bicolor,1,2,Invertivore,coral,4,15,Day,4,2
Labroides dimidiatus,1,2,Invertivore,coral,3.5,14,Day,3,2
Labroides pectoralis,1,2,Invertivore,coral,4,11,Day,4,2
Labroides phthirophagus,1,2,Invertivore,coral,4,12,Day,4,2
Labroides rubrolabiatus,1,2,Invertivore,coral,3.8,9,Day,4,2
Labropsis alleni,1,2,Corallivore,coral,3.3,10,Day,3,2
Labropsis australis,1,2,Corallivore,coral,3.9,10.5,Day,4,2
Labropsis manabei,1,1,Corallivore,coral,3.34,11,Day,3,2
Labropsis micronesica,1,1,Corallivore,coral,3.4,12,Day,3,2
Labropsis xanthonota,1,2,Corallivore,coral,2.9,13,Day,2,2
Labrus bergylta,1,2,Invertivore,rock,3.1,65.9,Day,3,5
Labrus merula,1,2,Invertivore,rock,3.2,45,Day,3,4
Labrus mixtus,1,2,Invertivore,rock,3.9,40,Day,4,4
Labrus viridis,1,2,Invertivore,rock,3.8,47,Day,4,4
Lachnolaimus maximus,1,2,Invertivore,coral,3.9,91,Day,4,6
Lactophrys bicaudalis,1,2,Invertivore,sand,3,48,Day,2,4
Lactoria diaphana,1,2,Invertivore,sand,3.5,34,Day,3,4
Lactoria fornasini,1,2,Invertivore,sand,3.4,23,Day,3,3
Larabicus quadrilineatus,1,2,Corallivore,coral,3.3,11.5,Day,3,2
Latridopsis ciliaris,3,3,Invertivore,rock,3.2,80,Day,3,5
Latridopsis forsteri,3,3,Invertivore,rock,3.7,65,Day,4,5
Leiocottus hirundo,1,1,Invertivore,rock,3.5,25,Day,3,3
Lepidonectes clarkhubbsi,1,1,Invertivore,coral,2.7,6.5,Day,2,1
Lepidonectes corallicola,1,1,Invertivore,coral,2.6,8.9,Day,2,2
Lepidozygus tapeinosoma,3,2,Planktivore,coral,3.4,10,Day,3,2
Leptatherina presbyteroides,3,4,Grazer,water column,3.7,11,Day,4,2
Leptocottus armatus,1,1,Invertivore,rock,3.5,46,Day,3,4
Leptojulis chrysotaenia,1,2,Invertivore,rock,3.7,11,Day,4,2
Leptojulis cyanopleura,2,2,Invertivore,coral,3.4,13,Day,3,2
Leptoscarus vaigiensis,2,2,Grazer,coral,2.3,35,Day,1,4
Lesueurigobius friesii,1,1,Invertivore,sand,3.2,13,Day,3,2
Lethrinus amboinensis,1,2,Invertivore,coral,4,70,Day,4,5
Lethrinus atkinsoni,1,2,Invertivore,coral,3.5,50,Day,3,4
Lethrinus borbonicus,1,1,Invertivore,sand,3.470000029,40,Day,3,4
Lethrinus erythracanthus,1,2,Invertivore,coral,3.4,70,Day,3,5
Lethrinus erythropterus,1,2,Invertivore,coral,3.7,50,Day,4,4
Lethrinus genivittatus,1,2,Invertivore,rock,3.5,25,Day,3,3
Lethrinus harak,1,2,Invertivore,coral,3.6,50,Day,4,4
Lethrinus laticaudis,2,2,Piscivore,coral,4.5,56,Day,5,5
Lethrinus lentjan,1,2,Piscivore,coral,4.2,52,Day,5,5
Lethrinus microdon,1,2,Invertivore,coral,3.8,80,Day,4,5
Lethrinus miniatus,1,2,Piscivore,rock,3.5,90,Day,3,6
Lethrinus nebulosus,1,2,Invertivore,coral,3.3,87,Day,3,6
Lethrinus obsoletus,1,2,Invertivore,coral,3.4,60,Day,3,5
Lethrinus olivaceus,1,2,Piscivore,coral,3.8,100,Day,4,6
Lethrinus ornatus,1,2,Invertivore,coral,3.4,45,Day,3,4
Lethrinus rubrioperculatus,1,2,Invertivore,coral,3.661111111,61.17647059,Day,4,5
Lethrinus variegatus,2,2,Invertivore,coral,3.8,20,Day,4,3
Lethrinus xanthochilus,1,2,Invertivore,coral,3.7,70,Day,4,5
Leviprora inops,1,1,Piscivore,sand,3.9,29.2,Night,4,3
Limnichthys fasciatus,1,1,Invertivore,sand,3,5,Day,2,1
Liparis montagui,1,1,Invertivore,rock,3.5,12,Night,3,2
Lipophrys pholis,1,1,Grazer,coral,3.1,30,Day,3,3
Lithognathus lithognathus,2,2,Invertivore,rock,2.9,200,Day,2,6
Lithognathus mormyrus,3,2,Invertivore,rock,3.4,55,Day,3,5
Lotella rhacina,1,2,Piscivore,rock,3.5,50,Night,3,4
Lotilia graciliosa,1,1,Invertivore,sand,3.148550725,5,Day,3,1
Lucayablennius zingaro,1,1,Planktivore,coral,3.5,3.8,Night,3,1
Lutjanus adetii,1,1,Piscivore,sand,3.73,50,Day,4,4
Lutjanus alexandrei,2,2,Piscivore,coral,3.8,24.3,Day,4,3
Lutjanus analis,2,2,Piscivore,coral,3.9,94,Day,4,6
Lutjanus apodus,2,2,Piscivore,coral,4.2,67.2,Day,5,5
Lutjanus aratus,2,2,Piscivore,coral,4.1,100,Day,5,6
Lutjanus argentimaculatus,2,2,Piscivore,rock,3.6,150,Day,4,6
Lutjanus argentiventris,2,2,Piscivore,coral,4,71,Day,4,5
Lutjanus biguttatus,2,2,Piscivore,coral,4.4,25,Day,5,3
Lutjanus bohar,2,2,Piscivore,coral,4.1,90,Day,5,6
Lutjanus boutton,2,2,Piscivore,coral,3.8,35,Day,4,4
Lutjanus carponotatus,2,2,Piscivore,coral,3.9,40,Day,4,4
Lutjanus decussatus,2,2,Piscivore,coral,4,35,Day,4,4
Lutjanus ehrenbergii,2,2,Piscivore,coral,4.4,35,Day,5,4
Lutjanus erythropterus,2,2,Piscivore,coral,4.5,81.6,Day,5,6
Lutjanus fulviflamma,2,2,Piscivore,coral,3.8,35,Day,4,4
Lutjanus fulvus,2,2,Piscivore,coral,4.1,40,Day,5,4
Lutjanus gibbus,2,2,Piscivore,coral,3.6,50,Day,4,4
Lutjanus griseus,2,2,Piscivore,coral,4.3,89,Day,5,6
Lutjanus guttatus,2,2,Piscivore,coral,3.9,80,Day,4,5
Lutjanus inermis,2,2,Piscivore,coral,3.8,34,Day,4,4
Lutjanus jocu,2,2,Piscivore,coral,4.3,128,Day,5,6
Lutjanus johnii,2,2,Piscivore,rock,4.2,97,Day,5,6
Lutjanus jordani,2,2,Piscivore,coral,4.5,60,Day,5,5
Lutjanus kasmira,2,2,Invertivore,coral,3.6,40,Day,4,4
Lutjanus lemniscatus,2,2,Piscivore,coral,4,65,Day,4,5
Lutjanus lutjanus,3,3,Piscivore,coral,4.1,35,Day,5,4
Lutjanus mahogoni,2,2,Piscivore,coral,4.4,48,Day,5,4
Lutjanus monostigma,2,2,Piscivore,coral,4.3,60,Day,5,5
Lutjanus novemfasciatus,2,2,Piscivore,coral,4.1,170,Day,5,6
Lutjanus quinquelineatus,2,2,Invertivore,coral,3.6,38,Day,4,4
Lutjanus rivulatus,2,2,Piscivore,coral,4.1,80,Day,5,5
Lutjanus rufolineatus,2,2,Piscivore,coral,3.7,20,Day,4,3
Lutjanus russellii,2,2,Piscivore,coral,4.3,50,Day,5,4
Lutjanus sebae,2,2,Piscivore,coral,4.3,116,Day,5,6
Lutjanus semicinctus,2,2,Piscivore,coral,4.2,35,Day,5,4
Lutjanus synagris,2,2,Piscivore,coral,3.8,60,Day,4,5
Lutjanus viridis,2,2,Piscivore,coral,4.2,30,Day,5,3
Lutjanus vitta,2,2,Piscivore,coral,4.1,40,Day,5,4
Luzonichthys waitei,2,2,Planktivore,coral,3.4,7,Day,3,1
Luzonichthys whitleyi,3,2,Invertivore,coral,3.4,5,Day,3,1
Lythrypnus dalli,1,1,Invertivore,rock,3.2,6.4,Day,3,1
Lythrypnus gilberti,1,1,Invertivore,rock,3.5,4.5,Day,3,1
Macolor macularis,2,2,Invertivore,coral,4,60,Day,4,5
Macolor niger,2,2,Invertivore,coral,3.995744681,75,Day,4,5
Macrodontogobius wilburi,1,1,Omnivore,sand,2.8,6.5,Day,2,1
Macropharyngodon bipartitus,2,2,Invertivore,coral,3.130447761,13,Day,3,2
Macropharyngodon choati,2,2,Invertivore,coral,3.3,7.6,Day,3,2
Macropharyngodon geoffroy,2,2,Invertivore,coral,3.4,15,Day,3,2
Macropharyngodon kuiteri,2,2,Invertivore,coral,3.3,10,Day,3,2
Macropharyngodon meleagris,2,2,Invertivore,coral,2.9,15,Day,2,2
Macropharyngodon negrosensis,2,2,Invertivore,coral,3.4,12,Day,3,2
Macropharyngodon ornatus,2,2,Invertivore,coral,3.4,13,Day,3,2
Malacanthus brevirostris,1,2,Invertivore,sand,3.5,32,Night,3,4
Malacanthus latovittatus,1,2,Invertivore,sand,3.5,45,Night,3,4
Malacanthus plumieri,1,2,Invertivore,sand,3.6,70,Night,4,5
Malacoctenus boehlkei,1,1,Invertivore,rock,3.4,6.4,Day,3,1
Malacoctenus ebisui,1,1,Invertivore,rock,3.5,6.5,Day,3,1
Malacoctenus hubbsi,1,1,Invertivore,rock,3.5,9,Day,3,2
Malacoctenus macropus,1,1,Invertivore,rock,3.4,5.5,Day,3,1
Malacoctenus margaritae,1,1,Invertivore,rock,3.5,6.5,Day,3,1
Malacoctenus tetranemus,1,1,Invertivore,rock,3.5,7.5,Day,3,2
Malacoctenus triangulatus,1,1,Invertivore,rock,3.5,7.5,Day,3,2
Malacoctenus zonifer,1,1,Invertivore,rock,3.5,8,Day,3,2
Manonichthys splendens,1,1,Invertivore,coral,3.64375,13,Night,4,2
Maxillicosta scabriceps,1,1,Invertivore,sand,3.4,12,Day,3,2
Mccoskerichthys sandae,1,1,Invertivore,coral,3.3,8,Day,3,2
Mecaenichthys immaculatus,2,2,Planktivore,rock,2,15,Day,1,2
Medialuna californiensis,3,3,Grazer,rock,2.7,48,Day,2,4
Megalops atlanticus,2,4,Piscivore,water column,4.5,250,Day,5,6
Meiacanthus atrodorsalis,1,1,Invertivore,coral,3.5,11,Day,3,2
Meiacanthus bundoon,1,1,Invertivore,coral,3.4,8,Day,3,2
Meiacanthus crinitus,1,1,Grazer,coral,3.4,10,Day,3,2
Meiacanthus ditrema,1,1,Invertivore,coral,3.4,6,Day,3,1
Meiacanthus grammistes,1,1,Invertivore,coral,3.5,11,Day,3,2
Meiacanthus kamoharai,1,1,Invertivore,coral,2.7,6,Day,2,1
Meiacanthus lineatus,1,1,Invertivore,coral,3.4,9.5,Day,3,2
Meiacanthus luteus,1,1,Invertivore,coral,3.4,10.3,Day,3,2
Meiacanthus mossambicus,1,1,Invertivore,coral,3.4,10,Day,3,2
Meiacanthus nigrolineatus,1,1,Invertivore,coral,3.4,9.5,Day,3,2
Meiacanthus oualanensis,1,1,Invertivore,coral,3.3,5,Day,3,1
Meiacanthus phaeus,1,2,Grazer,coral,3.289882943,8.458333333,Day,3,2
Meiacanthus smithi,1,1,Invertivore,coral,3.4,8.5,Day,3,2
Meiacanthus tongaensis,1,1,Invertivore,coral,3.4,6.7,Day,3,1
Melichthys indicus,2,2,Invertivore,coral,3,25,Day,2,3
Melichthys niger,2,2,Planktivore,coral,2.4,50,Day,1,4
Melichthys vidua,1,2,Invertivore,coral,3.4,40,Day,3,4
Mendosoma lineatum,3,3,Invertivore,rock,3.9,40,Day,4,4
Meuschenia australis,1,2,Grazer,rock,2.7,32,Day,2,4
Meuschenia flavolineata,2,2,Grazer,rock,2.7,30,Day,2,3
Meuschenia freycineti,2,2,Grazer,rock,2.3,60,Day,1,5
Meuschenia galii,1,2,Grazer,rock,2.7,35,Day,2,4
Meuschenia hippocrepis,2,2,Grazer,rock,2.7,51,Day,2,5
Meuschenia scaber,2,2,Invertivore,rock,3,31,Day,2,4
Meuschenia trachylepis,2,2,Grazer,rock,2.7,40,Day,2,4
Meuschenia venusta,1,2,Grazer,rock,2.8,21,Day,2,3
Microcanthus strigatus,3,3,Planktivore,rock,3,16,Day,2,3
Microgobius microlepis,1,1,Grazer,sand,3.4,5,Day,3,1
Microlepidotus brevipinnis,3,2,Invertivore,coral,3.5,40,Night,3,4
Microspathodon bairdii,1,2,Grazer,coral,2.5,25,Day,1,3
Microspathodon chrysurus,1,2,Grazer,coral,2.1,21,Day,1,3
Microspathodon dorsalis,1,2,Grazer,coral,2.1,31,Day,1,4
Mola mola,1,4,Invertivore,water column,4,333,Day,4,6
Molva molva,1,2,Piscivore,rock,4.3,200,Night,5,6
Monacanthus chinensis,1,2,Grazer,sand,2.6,38,Day,2,4
Monacanthus tuckeri,2,2,Omnivore,coral,2.7,10,Day,2,2
Monodactylus argenteus,3,2,Invertivore,rock,3,27,Day,2,3
Monotaxis grandoculis,2,2,Invertivore,coral,3.2,60,Day,3,5
Mugil cephalus,3,3,Omnivore,sand,2.1,100,Day,1,6
Mugil curema,3,3,Grazer,sand,2,90,Day,1,6
Mugil galapagensis,3,3,Grazer,sand,2.5,40,Day,1,4
Mulloidichthys dentatus,3,2,Invertivore,sand,3.7,31,Day,4,4
Mulloidichthys flavolineatus,3,2,Invertivore,sand,3.3,43,Day,3,4
Mulloidichthys martinicus,3,2,Invertivore,sand,3.2,39.4,Day,3,4
Mulloidichthys mimicus,3,2,Invertivore,sand,3.6,30,Day,4,3
Mulloidichthys vanicolensis,3,2,Invertivore,sand,3.6,38,Day,4,4
Mullus argentinae,2,2,Invertivore,sand,3.5,30,Day,3,3
Mullus surmuletus,2,2,Invertivore,sand,3.4,40,Day,3,4
Muraena argus,1,1,Invertivore,coral,4,120,Night,4,6
Muraena augusti,1,1,Invertivore,rock,4,120,Night,4,6
Muraena clepsydra,1,1,Invertivore,coral,4,120,Night,4,6
Muraena helena,1,1,Invertivore,rock,4.2,150,Night,5,6
Muraena lentiginosa,1,1,Invertivore,coral,3.9,61,Night,4,5
Mycteroperca bonaci,1,2,Piscivore,coral,4.5,150,Day,5,6
Mycteroperca fusca,1,2,Piscivore,rock,4.4,80,Day,5,5
Mycteroperca interstitialis,1,2,Piscivore,coral,4.5,84,Day,5,6
Mycteroperca olfax,1,2,Piscivore,coral,4.5,120,Day,5,6
Mycteroperca rosacea,1,2,Piscivore,coral,4.5,86,Day,5,6
Mycteroperca tigris,1,2,Piscivore,coral,4.5,101,Day,5,6
Mycteroperca xenarcha,1,2,Piscivore,coral,4.6,150,Day,5,6
Myoxocephalus scorpius,1,1,Invertivore,rock,3.9,60,Day,4,5
Myrichthys maculosus,1,1,Invertivore,sand,3.6,100,Night,4,6
Myrichthys tigrinus,1,1,Invertivore,sand,3.5,74,Night,3,5
Myripristis adusta,2,2,Planktivore,coral,3.4,35,Night,3,4
Myripristis amaena,2,2,Planktivore,coral,3.6,26.5,Night,4,3
Myripristis berndti,2,2,Planktivore,coral,3.7,30,Night,4,3
Myripristis earlei,2,2,Planktivore,coral,3.6,24,Night,4,3
Myripristis hexagona,2,2,Planktivore,coral,3.1,30,Night,3,3
Myripristis jacobus,2,2,Planktivore,coral,3.6,25,Night,4,3
Myripristis kochiensis,2,2,Planktivore,coral,3.5,15.4,Night,3,3
Myripristis kuntee,2,2,Planktivore,coral,3.3,26,Night,3,3
Myripristis leiognathus,2,2,Planktivore,coral,3.1,18,Night,3,3
Myripristis murdjan,2,2,Planktivore,coral,3.3,60,Night,3,5
Myripristis pralinia,2,2,Planktivore,coral,3.5,20,Night,3,3
Myripristis randalli,2,2,Planktivore,coral,4,19.5,Night,4,3
Myripristis tiki,2,2,Planktivore,coral,3.5,21.2,Night,3,3
Myripristis violacea,2,2,Planktivore,coral,3.5,35,Night,3,4
Myripristis vittata,2,2,Planktivore,coral,3.8,25,Night,4,3
Nannosalarias nativitatis,1,1,Grazer,coral,2,5,Day,1,1
Naso annulatus,1,2,Grazer,coral,2.1,100,Day,1,6
Naso brachycentron,3,2,Omnivore,coral,2.7,90,Day,2,6
Naso brevirostris,1,2,Omnivore,coral,2.2,60,Day,1,5
Naso caeruleacauda,3,2,Omnivore,coral,2.3,40,Day,1,4
Naso caesius,3,2,Omnivore,coral,2.3,45.6,Day,1,4
Naso elegans,1,2,Grazer,coral,2,45,Day,1,4
Naso fageni,3,2,Grazer,coral,2.2,80,Day,1,5
Naso hexacanthus,3,2,Planktivore,coral,3.3,75,Day,3,5
Naso lituratus,1,2,Grazer,coral,2.3,46,Day,1,4
Naso thynnoides,3,2,Planktivore,coral,3,40,Day,2,4
Naso tonganus,3,2,Grazer,coral,2,60,Day,1,5
Naso tuberosus,2,2,Grazer,coral,2,60,Day,1,5
Naso unicornis,1,2,Grazer,coral,2.2,70,Day,1,5
Naso vlamingii,3,2,Omnivore,coral,2.2,60,Day,1,5
Neatypus obliquus,3,3,Grazer,rock,3.5,24,Day,3,3
Nectamia luxuria,1,1,Planktivore,coral,3.3,8.5,Night,3,2
Nectamia similis,1,1,Planktivore,coral,3.2,7,Night,3,1
Nemadactylus bergi,1,2,Invertivore,rock,3.2,39.5,Day,3,4
Nemadactylus douglasii,1,2,Invertivore,rock,3.5,74,Day,3,5
Nemadactylus macropterus,2,2,Invertivore,rock,3.4,70,Day,3,5
Nemadactylus valenciennesi,1,2,Invertivore,rock,3.5,90,Day,3,6
Nemateleotris magnifica,2,2,Planktivore,sand,3.1,9,Day,3,2
Neocirrhites armatus,1,1,Invertivore,coral,3.5,9,Day,3,2
Neoditrema ransonnetii,3,3,Invertivore,rock,3.4,13,Day,3,2
Neoglyphidodon bonang,2,2,Grazer,coral,2.7,13,Day,2,2
Neoglyphidodon carlsoni,2,2,Grazer,coral,2.8,10,Day,2,2
Neoglyphidodon crossi,1,1,Planktivore,coral,2.8,11,Day,2,2
Neoglyphidodon melas,2,2,Grazer,coral,3,18,Day,2,3
Neoglyphidodon nigroris,2,2,Grazer,coral,3,13,Day,2,2
Neoglyphidodon oxyodon,1,1,Planktivore,coral,2.68,15,Day,2,2
Neoglyphidodon polyacanthus,2,2,Omnivore,coral,2.7,12,Day,2,2
Neoglyphidodon thoracotaeniatus,2,2,Omnivore,coral,2.7,11,Day,2,2
Neomyxus leuciscus,3,3,Grazer,sand,2.9,46,Day,2,4
Neoniphon argenteus,2,2,Invertivore,coral,4,24,Night,4,3
Neoniphon marianus,2,2,Invertivore,coral,3.6,18,Night,4,3
Neoniphon opercularis,2,2,Invertivore,coral,3.6,35,Night,4,4
Neoniphon sammara,2,2,Invertivore,coral,3.6,32,Night,4,4
Neoodax balteatus,1,2,Omnivore,rock,2.7,14,Day,2,2
Neopomacentrus anabatoides,3,2,Planktivore,coral,3.4,10.5,Day,3,2
Neopomacentrus azysron,3,2,Planktivore,coral,3.4,7.5,Day,3,2
Neopomacentrus bankieri,3,2,Planktivore,coral,3.4,8,Day,3,2
Neopomacentrus cyanomos,3,2,Planktivore,coral,3.4,10,Day,3,2
Neopomacentrus filamentosus,3,2,Planktivore,coral,3.4,11,Day,3,2
Neopomacentrus metallicus,3,2,Planktivore,coral,3.4,6,Day,3,1
Neopomacentrus miryae,1,1,Planktivore,coral,3.4,11,Day,3,2
Neopomacentrus nemurus,3,2,Planktivore,coral,3.4,8,Day,3,2
Neopomacentrus violascens,3,2,Planktivore,coral,3.4,7.5,Day,3,2
Neosebastes pandus,1,1,Invertivore,rock,3.7,50,Day,4,4
Neosebastes scorpaenoides,1,1,Invertivore,rock,3.6,40,Day,4,4
Synchiropus morrisoni,1,1,Invertivore,sand,3.3,10,Day,3,2
Nesogobius hinsbyi,1,1,Invertivore,sand,3.3,7.5,Day,3,2
Nesogobius pulchellus,1,1,Invertivore,sand,3.3,7,Day,3,1
Nexilosus latifrons,2,2,Planktivore,rock,3.1,30,Day,3,3
Nicholsina denticulata,2,2,Microphage,coral,2,32,Day,1,4
Notocirrhitus splendens,1,1,Invertivore,coral,4,20,Day,4,3
Notoclinops caerulepunctus,1,1,Invertivore,rock,3.1,3.6,Day,3,1
Notoclinops segmentatus,1,1,Invertivore,rock,3.3,4.4,Day,3,1
Notoclinops yaldwyni,1,1,Invertivore,rock,3.2,5.2,Day,3,1
Notoclinus fenestratus,1,1,Invertivore,rock,3.9,18.2,Day,4,3
Notolabrus celidotus,2,2,Invertivore,rock,3.3,23.9,Day,3,3
Notolabrus cinctus,1,2,Invertivore,rock,3.6,30,Day,4,3
Notolabrus fucicola,2,2,Invertivore,rock,3.5,40,Day,3,4
Notolabrus gymnogenis,2,2,Invertivore,rock,3.4,49,Day,3,4
Notolabrus inscriptus,2,2,Invertivore,coral,3.5,50,Day,3,4
Notolabrus parilus,2,2,Invertivore,rock,3.5,49,Day,3,4
Notolabrus tetricus,2,2,Invertivore,rock,3.5,50,Day,3,4
Novaculichthys taeniourus,1,2,Invertivore,sand,3.3,30,Day,3,3
Oblada melanura,2,3,Invertivore,rock,3,34,Day,2,4
Ocyurus chrysurus,2,2,Invertivore,coral,4,86.3,Day,4,6
Odax cyanoallix,1,2,Grazer,rock,2.4,27,Day,1,3
Odax pullus,1,2,Grazer,rock,2.1,40,Day,1,4
Odontoscion dentex,3,1,Planktivore,coral,3.5,30,Night,3,3
Odontoscion eurymesops,3,1,Piscivore,coral,4.1,25,Night,5,3
Odontoscion xanthops,3,1,Piscivore,coral,3.7,30,Night,4,3
Odonus niger,3,2,Planktivore,sand,3.2,50,Day,3,4
Ogcocephalus darwini,1,1,Invertivore,sand,3.4,20.3,Night,3,3
Ogilbyina novaehollandiae,1,1,Invertivore,coral,3.7,10,Night,4,2
Ogilbyina queenslandiae,1,1,Invertivore,coral,3.9,15,Night,4,2
Olisthops cyanomelas,1,2,Grazer,rock,2,55,Day,1,5
Omegophora armilla,1,2,Invertivore,sand,3.3,25,Day,3,3
Omegophora cyanopunctata,1,2,Invertivore,rock,3.3,18,Day,3,3
Omobranchus germaini,1,1,Grazer,rock,2.6,8,Day,2,2
Ophioblennius atlanticus,1,1,Grazer,rock,2,19,Day,1,3
Ophioblennius steindachneri,1,1,Grazer,rock,2.7,18,Day,2,3
Ophiodon elongatus,1,2,Piscivore,rock,4.3,152,Day,5,6
Ophthalmolepis lineolata,1,2,Invertivore,rock,3.5,41,Day,3,4
Opisthocentrus ocellatus,1,1,Invertivore,rock,3.1,20,Day,3,3
Opisthocentrus tenuis,1,1,Invertivore,rock,3.1,15,Day,3,2
Opisthocentrus zonope,1,1,Invertivore,rock,3.1,12,Day,3,2
Opistognathus aurifrons,1,1,Planktivore,sand,3.1,10,Day,3,2
Opistognathus darwiniensis,1,1,Planktivore,sand,3.9,50,Day,4,4
Opistognathus randalli,1,1,Invertivore,sand,3.5,10.85,Night,3,2
Oplegnathus conwayi,3,2,Invertivore,sand,2.7,90,Day,2,6
Oplegnathus insignis,3,2,Invertivore,sand,3.3,66,Day,3,5
Optivus agastos,2,2,Invertivore,rock,3.5,12,Night,3,2
Orthonopias triacis,1,1,Invertivore,rock,3.3,10,Day,3,2
Orthopristis forbesi,3,2,Invertivore,sand,3.5,30.5,Night,3,4
Ostorhinchus angustatus,2,2,Invertivore,coral,3.3,11,Night,3,2
Ostorhinchus aureus,1,3,Invertivore,coral,2.91369863,14.5,Night,2,2
Ostorhinchus cavitensis,2,2,Invertivore,coral,3.4,6.5,Night,3,1
Ostorhinchus chrysopomus,3,1,Planktivore,coral,3.5,10,Night,3,2
Ostorhinchus compressus,2,2,Invertivore,coral,3.5,12,Night,3,2
Ostorhinchus cookii,2,3,Invertivore,coral,3.5,10,Night,3,2
Ostorhinchus cyanosoma,2,3,Invertivore,coral,3.4,8,Night,3,2
Ostorhinchus fleurieu,1,1,Planktivore,coral,3.6,14,Night,4,2
Ostorhinchus hartzfeldii,1,1,Planktivore,coral,3.6,10,Night,4,2
Ostorhinchus luteus,3,1,Planktivore,coral,3.549999952,5,Night,4,1
Ostorhinchus monospilus,2,2,Invertivore,coral,3.5,7.8,Night,3,2
Ostorhinchus nanus,1,1,Planktivore,coral,3.4,7,Night,3,1
Ostorhinchus neotes,3,2,Invertivore,coral,3.2,2.7,Night,3,1
Ostorhinchus nigrofasciatus,2,3,Invertivore,coral,3.533550772,11,Night,4,2
