"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
15,2.8,26.8828,31.344,"benthic invertivore","benthic","day","sand","Exyrias belissimus"
9,3.5,17.625,24.92,"benthic invertivore","benthic","day","sand","Favonigobius lateralis"
35,3.4,20.0703,26.16635,"benthic invertivore","benthic","day","sand","Foetorepus calauropomus"
22,3.1,25.69645,30.7169,"benthic invertivore","demersal","day","coral","Forcipiger flavissimus"
22,3.5,27.44285,31.44735,"benthic invertivore","demersal","day","coral","Forcipiger longirostris"
5,3.3,17.747,21.512,"benthic invertivore","benthic","day","rock","Forsterygion flavonigrum"
6.7,3.2,17.696,21.61,"benthic invertivore","benthic","day","rock","Forsterygion lapillum"
12.2,3.4,17.726,21.512,"benthic invertivore","benthic","day","rock","Forsterygion malcolmi"
5.9,3.2,17.747,21.512,"planktivore","demersal","day","rock","Forsterygion maryannae"
15,3.4,15.8745,21.512,"benthic invertivore","benthic","day","rock","Forsterygion varium"
8,3.3,15.8505,26.6,"benthic invertivore","benthic","day","rock","Furcina osimae"
6,3.2,26.93545,30.5729,"omnivore","benthic","day","sand","Fusigobius duospilus"
4.6,3.2,25.4064,30.545,"browsing herbivore","benthic","day","sand","Fusigobius inframaculatus"
5,2.78814297060959,29.69265,30.6862,"browsing herbivore","benthic","day","sand","Fusigobius melacron"
7.5,2.6,24.856,30.581,"omnivore","benthic","day","sand","Fusigobius neophytus"
4.9,3.2,27.3395,31.165,"omnivore","benthic","day","sand","Fusigobius signipinnis"
200,4.4,9.8533,19.9436,"higher carnivore","demersal","night","rock","Gadus morhua"
18,3.5,9.8019,20.3538,"planktivore","benthic","day","rock","Gasterosteus aculeatus"
20,3.4,25.764,30.483,"benthic invertivore","demersal","day","coral","Genicanthus caudovittatus"
25,3.4,27.957025,31.647,"planktivore","demersal","day","coral","Genicanthus lamarck"
20,3.4,21.926,24.811,"planktivore","demersal","day","coral","Genicanthus semicinctus"
15,3.4,25.02305,27.60795,"planktivore","demersal","day","coral","Genicanthus watanabei"
120,4.1,16.2001,21.6977,"higher carnivore","benthic","night","rock","Genypterus tigerinus"
41,3.3,26.269725,31.2358,"benthic invertivore","pelagic site attached","night","sand","Gerres cinereus"
22.4,3.1,23.2895,31.136,"benthic invertivore","pelagic site attached","night","sand","Gerres equulus"
22,3.3,21.59,27.798,"benthic invertivore","pelagic site attached","night","sand","Gerres subfasciatus"
76,2,20.9955,24.92,"browsing herbivore","pelagic site attached","day","coral","Girella cyanea"
76,2,18.735175,24.912,"browsing herbivore","demersal","day","rock","Girella elevata"
36,2,20.651,23.544,"browsing herbivore","demersal","day","rock","Girella fimbriata"
45,2,23.2962,26.4474,"browsing herbivore","pelagic site attached","day","coral","Girella freminvillii"
66,2.2,17.2843,21.913,"browsing herbivore","demersal","day","rock","Girella nigricans"
50,2.9,23.2895,31.136,"browsing herbivore","demersal","day","rock","Girella punctata"
12.4008293361906,2.55455692556137,22.6535,29.487,"browsing herbivore","benthic","day","rock","Girella simplicidens"
61,2,19.4706,22.7432,"browsing herbivore","demersal","day","rock","Girella tephraeops"
71,2,19.645,24.56,"browsing herbivore","demersal","day","rock","Girella tricuspidata"
54,2,17.3685,22.743,"browsing herbivore","demersal","day","rock","Girella zebra"
122,4.3,24.0265,30.297,"higher carnivore","pelagic site attached","night","rock","Glaucosoma hebraicum"
32,4.1,26.8025,31.533,"benthic invertivore","pelagic site attached","night","coral","Glaucosoma magnificum"
70,4.3,21.502,24.099,"higher carnivore","pelagic site attached","night","rock","Glaucosoma scapulare"
5,2,27.1385,30.248,"browsing herbivore","benthic","day","coral","Glyptoparus delicatulus"
46,3.6,15.7305,21.1076,"benthic invertivore","benthic","day","rock","Gnathanacanthus goetzeei"
120,3.8,26.636,31.778,"benthic invertivore","pelagic non-site attached","day","water column","Gnathanodon speciosus"
30,3.3,27.1064,31.15,"benthic invertivore","demersal","day","coral","Gnathodentex aureolineatus"
8.4,2.2,24.696475,30.48095,"omnivore","benthic","day","sand","Gnatholepis anjerensis"
9,3.148550725,25.1405,31.15,"omnivore","benthic","day","sand","Gnatholepis cauerensis"
8.2,2.3,24.6345,30.32,"omnivore","benthic","day","sand","Gnatholepis thompsoni"
6.6,3.3,26.6525,33.011,"benthic invertivore","benthic","day","coral","Gobiodon citrinus"
4,2.11314598090246,30.504,31.07,"browsing herbivore","benthic","day","coral","Gobiodon heterospilos"
3.5,3.2,26.164,30.903,"benthic invertivore","benthic","day","coral","Gobiodon histrio"
4.866666667,3.3,28.813,30.437,"benthic invertivore","benthic","day","coral","Gobiodon okinawae"
4.5,3.4,26.0833,31.2042,"benthic invertivore","benthic","day","coral","Gobiodon quinquestrigatus"
4.866666667,3.3,28.23995,31.026,"benthic invertivore","benthic","day","coral","Gobiodon spilophthalmus"
10,3.1,19.60305,29.073,"omnivore","benthic","day","sand","Gobius bucchichi"
18,3.1,17.4488,23.3246,"benthic invertivore","benthic","day","sand","Gobius cruentatus"
9,3.3,20.2235,26.403,"benthic invertivore","benthic","day","sand","Gobius fallax"
18,3.2,12.92715,26.0913,"benthic invertivore","benthic","day","sand","Gobius niger"
12,3.3,18.388475,23.7357,"omnivore","benthic","day","sand","Gobius paganellus"
10,3.1,17.346,23.119,"omnivore","benthic","day","sand","Gobius xanthocephalus"
6,3.2,9.374875,19.86475,"benthic invertivore","benthic","day","sand","Gobiusculus flavescens"
30,3.5,27.8255,33.011,"benthic invertivore","demersal","day","coral","Gomphosus caeruleus"
30,3.6,25.140875,31.15075,"benthic invertivore","demersal","day","coral","Gomphosus varius"
43,2.7,23.26315,25.9548,"benthic invertivore","demersal","day","coral","Cheilodactylus plessisi"
22.1,3.3,23.2895,31.136,"benthic invertivore","demersal","day","rock","Cheilodactylus zebra"
45,3.2,23.219625,31.136,"benthic invertivore","demersal","day","rock","Cheilodactylus zonatus"
105.6,3.725,27.5731,29.7436,"planktivore","benthic","night","sand","Gorgasia galzini"
40,4.2,28.39215,31.159,"higher carnivore","demersal","day","coral","Gracila albomarginata"
9.4,3.3,18.0615,22.887,"benthic invertivore","benthic","day","rock","Forsterygion capito"
6.7,3.3,14.9545,19.579,"benthic invertivore","benthic","day","rock","Forsterygion gymnotum"
6.6,3.4,26.3615,28.113,"benthic invertivore","pelagic site attached","day","coral","Gramma brasiliensis"
8,3.3,27.7715,30.646,"benthic invertivore","pelagic site attached","day","coral","Gramma loreto"
112,4.5,25.16,28.895,"higher carnivore","pelagic non-site attached","day","water column","Grammatorcynus bicarinatus"
100,4.2,26.8078,31.2104,"higher carnivore","pelagic non-site attached","day","water column","Grammatorcynus bilineatus"
30,4,24.776625,30.42225,"higher carnivore","demersal","day","coral","Grammistes sexlineatus"
16,3.26679740125518,28.76985,30.501,"planktivore","benthic","day","sand","Gunnellichthys monostigma"
18,3.4,29.50495,32.6182,"planktivore","pelagic site attached","day","coral","Gymnocaesio gymnoptera"
30,3.5,8.9715,12.514,"higher carnivore","benthic","day","coral","Gymnocanthus tricuspis"
12,3.3,8.7335,17.391,"benthic invertivore","benthic","day","rock","Gymnoclinus cristulatus"
45,3.582575758,24.35675,29.766,"benthic invertivore","demersal","day","sand","Gymnocranius audleyi"
70,3.016666667,24.63425,29.41925,"benthic invertivore","demersal","day","sand","Gymnocranius euanus"
45,3.4,26.0555,29.725,"benthic invertivore","demersal","day","sand","Gymnocranius microdon"
50,3.4,18.61025,22.345,"browsing herbivore","demersal","day","rock","Gymnocrotaphus curvidens"
150,3.4,27.6249,31.6971,"benthic invertivore","benthic","night","coral","Gymnomuraena zebra"
248,4.5,26.8835,31.419,"higher carnivore","pelagic non-site attached","day","water column","Gymnosarda unicolor"
55.3,3.9,21.869,25.039,"benthic invertivore","benthic","night","coral","Gymnothorax annasona"
100,4.5,28.3975,29.298,"higher carnivore","benthic","night","coral","Gymnothorax breedeni"
150,4,27.27835,30.56685,"benthic invertivore","benthic","night","coral","Gymnothorax castaneus"
75,4,20.9122,25.6544,"benthic invertivore","benthic","night","rock","Gymnothorax cribroris"
170,4.3,26.7428,30.022,"higher carnivore","benthic","night","coral","Gymnothorax dovii"
60,4.1,23.2781,27.8372,"benthic invertivore","benthic","night","coral","Gymnothorax eurostus"
300,4.2,25.1714,31.2118,"benthic invertivore","benthic","night","coral","Gymnothorax favagineus"
80,4,25.84525,31.7575,"benthic invertivore","benthic","night","coral","Gymnothorax fimbriatus"
240,4.2,25.81075,31.4805,"benthic invertivore","benthic","night","coral","Gymnothorax flavimarginatus"
250,4,24.138075,30.9802,"benthic invertivore","benthic","night","coral","Gymnothorax funebris"
300,3.9,27.082,31.778,"benthic invertivore","benthic","night","coral","Gymnothorax javanicus"
120,4.5,24.9167,30.7304,"higher carnivore","benthic","night","coral","Gymnothorax meleagris"
70,3.9,26.738,30.802,"benthic invertivore","benthic","night","coral","Gymnothorax miliaris"
200,4.5,26.6796,30.8974,"higher carnivore","benthic","night","coral","Gymnothorax moringa"
53.5,3.9,19.9655,24.92,"benthic invertivore","benthic","night","coral","Gymnothorax nubilus"
180,4.3,19.703,24.209,"higher carnivore","benthic","night","coral","Gymnothorax obesus"
70,4,26.2685,30.1755,"benthic invertivore","benthic","night","coral","Gymnothorax panamensis"
140,4.2,27.49895,32.72,"benthic invertivore","benthic","night","coral","Gymnothorax pictus"
34.6,3.8,22.142,25.47265,"benthic invertivore","benthic","night","rock","Gymnothorax porphyreus"
97,3.6,19.47,24.56,"benthic invertivore","benthic","night","rock","Gymnothorax prasinus"
150,4.2,20.520475,24.87095,"benthic invertivore","benthic","night","coral","Gymnothorax prionodon"
65,4.10415473292328,26.90395,31.4159,"higher carnivore","benthic","night","coral","Gymnothorax thyrsoideus"
150,3.6,26.1897,31.0314,"benthic invertivore","benthic","night","coral","Gymnothorax undulatus"
50,3.9,28.795175,31.58405,"benthic invertivore","benthic","night","rock","Gymnothorax zonipectis"
79,3.2,27.68125,29.6195,"benthic invertivore","demersal","night","coral","Haemulon album"
25,3.2,26.338925,31.063,"benthic invertivore","demersal","night","coral","Haemulon aurolineatum"
36,3.3,26.43065,30.6103,"benthic invertivore","demersal","night","coral","Haemulon carbonarium"
23,3.3,26.67875,30.91,"benthic invertivore","demersal","night","coral","Haemulon chrysargyreum"
42,4.2,27.82605,30.20225,"benthic invertivore","demersal","night","coral","Haemulon flaviguttatum"
30,3.3,26.604,30.91,"benthic invertivore","demersal","night","coral","Haemulon flavolineatum"
43,3.3,26.5805,30.91,"benthic invertivore","demersal","night","coral","Haemulon macrostomum"
30,4.2,27.8695,30.292,"benthic invertivore","demersal","night","coral","Haemulon maculicauda"
33,2.2,27.60235,29.6027,"benthic invertivore","demersal","night","coral","Haemulon melanurum"
41.2,3.5,25.5123,30.6436,"benthic invertivore","demersal","night","coral","Haemulon parra"
53,3.597435897,26.58,31.063,"benthic invertivore","demersal","night","coral","Haemulon plumierii"
46,3.4,26.672275,31.063,"benthic invertivore","demersal","night","coral","Haemulon sciurus"
35,3.597435897,25.35575,29.943,"benthic invertivore","demersal","night","coral","Haemulon scudderii"
71,4.2,26.1455,31.518,"benthic invertivore","demersal","night","coral","Haemulon sexfasciatum"
30,3.5,26.58195,29.9928,"benthic invertivore","demersal","night","coral","Haemulon steindachneri"
41,3.2,16.99335,22.0587,"omnivore","demersal","day","rock","Haletta semifasciata"
12.5,3.4,28.233,29.75,"benthic invertivore","demersal","day","coral","Halichoeres adustus"
12,3.4,28.2495,31.222,"benthic invertivore","demersal","day","coral","Halichoeres argus"
12,3.4,27.0805,31.224,"benthic invertivore","demersal","day","coral","Halichoeres biocellatus"
35,3.3,26.5035,30.91,"benthic invertivore","demersal","day","coral","Halichoeres bivittatus"
19,3.4,25.6889,28.113,"benthic invertivore","demersal","day","coral","Halichoeres brasiliensis"
15,3.4,20.2305,23.593,"benthic invertivore","demersal","day","sand","Halichoeres brownfieldi"
17.5,3.5,27.9005,30.354,"benthic invertivore","demersal","day","coral","Halichoeres chierchiae"
19,3.4,27.0849,31.222,"benthic invertivore","demersal","day","coral","Halichoeres chloropterus"
12,3.4,25.37475,30.9635,"benthic invertivore","demersal","day","coral","Halichoeres chrysus"
13,3.4,28.3475,30.843,"benthic invertivore","demersal","day","coral","Halichoeres cosmetus"
30,3.56960345817395,26.4458468106881,30.3737130742507,"benthic invertivore","benthic","day","coral","Halichoeres cyanocephalus"
18,3.4,26.2825,27.955,"benthic invertivore","demersal","day","coral","Halichoeres dimidiatus"
15,3.4,28.233,29.75,"benthic invertivore","demersal","day","coral","Halichoeres discolor"
25,3.9,25.528,30.292,"benthic invertivore","demersal","day","sand","Halichoeres dispilus"
18,3.130447761,27.481,32.89,"benthic invertivore","demersal","day","coral","Halichoeres erdmanni"
19.3,3.5,26.783125,30.66025,"benthic invertivore","demersal","day","sand","Halichoeres garnoti"
18,3.5,23.5135,30.857,"benthic invertivore","demersal","day","sand","Halichoeres hartzfeldii"
27,3.4,26.9756,31.224,"benthic invertivore","demersal","day","coral","Halichoeres hortulanus"
11.5,3.4,23.4395,33.011,"benthic invertivore","demersal","day","coral","Halichoeres iridis"
12,3.4,29.6323,31.2314,"benthic invertivore","demersal","day","coral","Halichoeres leucoxanthus"
13,3.4,28.3965,31.303,"benthic invertivore","demersal","day","coral","Halichoeres leucurus"
18,3.3,26.657,31.063,"benthic invertivore","demersal","day","coral","Halichoeres maculipinna"
15,3.4,26.9305,27.64,"benthic invertivore","demersal","day","coral","Halichoeres malpelo"
12.5,3.7,24.55155,29.767,"benthic invertivore","demersal","day","coral","Halichoeres margaritaceus"
18,3.3,26.3545,31.284,"benthic invertivore","demersal","day","coral","Halichoeres marginatus"
18,3.4,26.1825,31.533,"benthic invertivore","demersal","day","coral","Halichoeres melanochir"
12,3.2,25.789,31.284,"benthic invertivore","demersal","day","coral","Halichoeres melanurus"
24,3.5,26.785375,30.31905,"benthic invertivore","demersal","day","coral","Halichoeres melasmapomus"
12,3.4,25.28975,30.2855,"benthic invertivore","demersal","day","coral","Halichoeres miniatus"
12,3.4,23.8157,31.307,"benthic invertivore","demersal","day","coral","Halichoeres nebulosus"
38,4,25.504375,30.292,"benthic invertivore","demersal","day","coral","Halichoeres nicholsi"
14,3.4,26.161,32.167,"benthic invertivore","demersal","day","coral","Halichoeres nigrescens"
25.4,3.5,27.247,30.399,"benthic invertivore","demersal","day","coral","Halichoeres notospilus"
7.6,3.3,27.831975,29.7445,"benthic invertivore","demersal","day","coral","Halichoeres orientalis"
18,3.1,26.99055,29.9541,"benthic invertivore","demersal","day","coral","Halichoeres ornatissimus"
13,3.5,27.041975,30.17195,"benthic invertivore","demersal","day","coral","Halichoeres pictus"
20,3.4,26.73775,28.8655,"benthic invertivore","demersal","day","coral","Halichoeres poeyi"
13,3.4,27.44455,31.2121,"benthic invertivore","demersal","day","coral","Halichoeres prosopeion"
51,3.3,26.59695,30.91,"benthic invertivore","demersal","day","coral","Halichoeres radiatus"
19,3.5,28.5725,31.655,"benthic invertivore","demersal","day","coral","Halichoeres richmondi"
6.3,3.3,28.278,29.75,"benthic invertivore","demersal","day","coral","Halichoeres salmofasciatus"
20,3.5,26.938,31.553,"benthic invertivore","demersal","day","coral","Halichoeres scapularis"
38,3.3,20.96775,29.487,"benthic invertivore","demersal","day","rock","Halichoeres semicinctus"
18,3.5,29.7695,30.793,"benthic invertivore","demersal","day","coral","Halichoeres solorensis"
13.6,3.4,23.182,31.136,"benthic invertivore","demersal","day","rock","Halichoeres tenuispinis"
12,3.4,29.7385,30.492,"benthic invertivore","demersal","day","coral","Halichoeres timorensis"
27,3.5,25.1405,31.15,"benthic invertivore","demersal","day","coral","Halichoeres trimaculatus"
9,3.35590964406746,22.6405,29.254,"benthic invertivore","benthic","day","rock","Halichoeres trispilus"
3.1,3,25.4649,31.0468,"benthic invertivore","benthic","day","coral","Helcogramma chica"
7,3.1,18.4375,23.731,"benthic invertivore","benthic","day","rock","Helcogramma decurrens"
2.8,3,29.5453,30.843,"benthic invertivore","benthic","day","coral","Helcogramma maldivensis"
4.3,3.4,26.725,31.31,"benthic invertivore","benthic","day","coral","Helcogramma striata"
5,3.3,13.811175,19.3577,"benthic invertivore","benthic","day","rock","Helcogrammoides cunninghami"
47,4,14.8573,19.2924,"higher carnivore","benthic","day","rock","Helicolenus percoides"
18,2,27.224925,31.176,"planktivore","demersal","day","coral","Hemiglyphidodon plagiometopon"
80,3.2,25.614,31.137,"benthic invertivore","demersal","day","coral","Hemigymnus fasciatus"
90,3.3,25.169,31.207,"benthic invertivore","demersal","day","coral","Hemigymnus melapterus"
41,3.8,8.7335,17.391,"benthic invertivore","benthic","day","rock","Hemilepidotus jordani"
